lncRNA_ID,lncRNA_Class,mRNA_ID
STRG.3766.1,antisense,XM_004503523.3
STRG.3766.1,overlapping,XR_003473643.1
STRG.3768.1,antisense,XM_004503543.3
STRG.3769.1,overlapping,XM_004503774.3
STRG.377.1,overlapping,XM_004487972.2
STRG.3770.1,antisense,XR_003473703.1
STRG.3770.1,overlapping,XM_004503567.3
STRG.3770.1,overlapping,XM_004503566.3
STRG.3771.1,overlapping,XM_004503573.3
STRG.3772.1,antisense,XM_012716692.2
STRG.3772.1,antisense,XM_012716691.2
STRG.3772.1,antisense,XM_012716689.2
STRG.3773.1,overlapping,XM_004503585.3
STRG.3773.1,antisense,XR_001144056.2
STRG.3774.1,overlapping,XR_001144056.2
STRG.3775.1,intronic,XR_003473763.1
STRG.3776.1,intronic,XR_003473514.1
STRG.3777.1,overlapping,XM_004503610.3
STRG.3779.1,antisense,XM_027335895.1
STRG.378.1,intronic,XM_004487981.3
STRG.378.1,intronic,XM_012718734.2
STRG.378.1,intronic,XM_012718735.2
STRG.3780.1,overlapping,XM_004503645.3
STRG.3781.1,antisense,XM_004503645.3
STRG.3782.1,intronic,XM_027335218.1
STRG.3783.1,intronic,XR_003473416.1
STRG.3784.1,antisense,XM_004503703.3
STRG.3785.1,antisense,XM_004503692.3
STRG.3785.1,antisense,XM_004503691.3
STRG.3786.1,intronic,XR_003473772.1
STRG.3787.1,antisense,XM_004503689.3
STRG.3787.1,antisense,XM_004503690.3
STRG.3788.1,overlapping,XM_004503688.3
STRG.3789.1,antisense,XM_004503686.3
STRG.379.1,overlapping,XR_003470181.1
STRG.3790.1,intronic,XM_004503679.3
STRG.3791.1,intronic,XM_004503780.3
STRG.3791.1,intronic,XM_027335499.1
STRG.3791.1,intronic,XM_027335500.1
STRG.3792.1,intronic,XM_027336034.1
STRG.3793.1,overlapping,XM_004503723.3
STRG.3794.1,intronic,XR_003473223.1
STRG.3796.1,overlapping,XM_012716645.2
STRG.3796.1,overlapping,XM_027335462.1
STRG.3796.1,overlapping,XM_027335463.1
STRG.3797.1,intronic,XM_027335464.1
STRG.3797.1,intronic,XM_012716645.2
STRG.3797.1,intronic,XM_027335462.1
STRG.3797.1,intronic,XM_027335463.1
STRG.3798.1,antisense,XM_027335883.1
STRG.3798.1,antisense,XM_027335884.1
STRG.3799.1,antisense,XM_027336230.1
STRG.3799.1,antisense,XM_027336229.1
STRG.3799.1,antisense,XM_027336228.1
STRG.38.1,overlapping,XM_027335601.1
STRG.380.1,overlapping,XM_004487983.3
STRG.3801.1,intronic,XM_004503759.3
STRG.3802.1,antisense,XM_027336244.1
STRG.3802.1,antisense,XM_004503788.3
STRG.3802.1,antisense,XM_004503790.3
STRG.3802.1,antisense,XM_004503789.3
STRG.3803.1,overlapping,XM_004503790.3
STRG.3805.1,antisense,XM_027335548.1
STRG.3805.1,antisense,XM_027335547.1
STRG.3805.1,antisense,XM_004503797.3
STRG.3805.1,antisense,XM_027335546.1
STRG.3805.1,antisense,XM_027335545.1
STRG.3805.1,intronic,XR_003473342.1
STRG.3805.1,intronic,XR_001144075.2
STRG.3806.1,overlapping,XM_004503800.3
STRG.3807.1,overlapping,XR_003473441.1
STRG.3808.1,overlapping,XR_001144073.2
STRG.3809.1,overlapping,XM_027336043.1
STRG.3810.1,intronic,XR_003473770.1
STRG.3811.1,overlapping,XM_012716748.2
STRG.3812.1,intronic,XM_027335517.1
STRG.3812.1,intronic,XM_027335518.1
STRG.3813.1,intronic,XM_012716749.2
STRG.3813.1,overlapping,XM_027335518.1
STRG.3813.1,overlapping,XM_027335517.1
STRG.3814.1,antisense,XR_003473435.1
STRG.3814.1,overlapping,XR_003473436.1
STRG.3815.1,overlapping,XR_003473378.1
STRG.3815.1,overlapping,XR_003473379.1
STRG.3815.1,overlapping,XR_003473380.1
STRG.3815.1,overlapping,XR_001144071.2
STRG.3815.2,overlapping,XR_003473378.1
STRG.3815.2,overlapping,XR_003473379.1
STRG.3815.2,overlapping,XR_003473380.1
STRG.3815.2,overlapping,XR_001144071.2
STRG.3815.3,overlapping,XR_003473379.1
STRG.3815.3,overlapping,XR_003473380.1
STRG.3815.3,overlapping,XR_001144071.2
STRG.3815.3,overlapping,XR_003473378.1
STRG.3815.4,overlapping,XR_003473378.1
STRG.3815.4,overlapping,XR_003473379.1
STRG.3815.4,overlapping,XR_003473380.1
STRG.3815.4,overlapping,XR_001144071.2
STRG.3817.1,antisense,XM_004503819.3
STRG.3818.1,overlapping,XR_003473222.1
STRG.3818.1,overlapping,XR_001144070.2
STRG.3818.1,overlapping,XR_001144069.2
STRG.3819.1,overlapping,XR_189961.3
STRG.3820.1,overlapping,XM_012716744.2
STRG.3821.1,intronic,XR_003473359.1
STRG.3822.1,intronic,XM_004503875.3
STRG.3823.1,overlapping,XR_001144080.2
STRG.3823.1,overlapping,XR_003473358.1
STRG.3824.1,overlapping,XM_004503887.2
STRG.3825.1,antisense,XM_004503891.3
STRG.3825.1,antisense,XM_027335913.1
STRG.3825.1,antisense,XM_012716802.2
STRG.3826.1,overlapping,XM_004503908.3
STRG.3826.1,overlapping,XM_004503911.3
STRG.3826.1,overlapping,XM_004503913.3
STRG.3826.1,overlapping,XM_004503909.3
STRG.3827.1,overlapping,XM_004503918.3
STRG.3828.1,overlapping,XM_004503927.3
STRG.3829.1,overlapping,XM_004503929.3
STRG.3829.1,overlapping,XM_027335382.1
STRG.3830.1,overlapping,XM_004503930.3
STRG.3831.1,overlapping,XM_004503931.3
STRG.3832.1,overlapping,XM_004503940.3
STRG.3833.1,antisense,XM_004503946.3
STRG.3833.1,intronic,XR_003473783.1
STRG.3833.1,antisense,XM_027336281.1
STRG.3834.1,overlapping,XM_004503949.3
STRG.3835.1,antisense,XM_027335321.1
STRG.3835.1,antisense,XM_004503951.3
STRG.3835.1,antisense,XM_012716764.2
STRG.3836.1,overlapping,XM_012716764.2
STRG.3837.1,overlapping,XM_012716776.2
STRG.3837.1,antisense,XM_004503955.3
STRG.3837.2,intronic,XM_012716776.2
STRG.3839.1,overlapping,XM_004503958.3
STRG.3840.1,antisense,XM_004503962.3
STRG.3841.1,overlapping,XR_001144081.2
STRG.3841.1,overlapping,XM_004503967.3
STRG.3842.1,antisense,XM_004503975.2
STRG.3842.1,intronic,XR_003473671.1
STRG.3842.1,antisense,XM_004503976.2
STRG.3842.1,antisense,XR_001144085.2
STRG.3845.1,intronic,XM_004503983.3
STRG.3847.1,intronic,XM_004503984.3
STRG.3848.1,intronic,XM_027335538.1
STRG.3848.1,intronic,XM_027335540.1
STRG.3848.1,intronic,XM_012716768.2
STRG.3848.1,intronic,XM_004503995.3
STRG.3848.1,intronic,XM_027335539.1
STRG.3849.1,antisense,XM_004503998.3
STRG.3850.1,overlapping,XM_004504001.2
STRG.3851.1,antisense,XM_027335421.1
STRG.3851.1,antisense,XM_027335422.1
STRG.3851.1,antisense,XM_004504006.3
STRG.3851.1,antisense,XM_027335423.1
STRG.3852.1,antisense,XM_004504008.3
STRG.3853.1,overlapping,XR_003473337.1
STRG.3854.1,antisense,XM_004504016.3
STRG.3854.1,antisense,XM_004504017.3
STRG.3855.1,overlapping,XR_003473363.1
STRG.3855.1,overlapping,XR_003473364.1
STRG.3856.1,antisense,XM_004504043.3
STRG.3857.1,intronic,XM_004504055.3
STRG.3858.1,overlapping,XM_004504078.3
STRG.3859.1,overlapping,XR_003473750.1
STRG.386.1,overlapping,XR_003470740.1
STRG.3860.1,intronic,XM_004504091.3
STRG.3861.1,overlapping,XR_001144087.1
STRG.3862.1,intronic,XM_027336172.1
STRG.3862.1,intronic,XM_004504095.3
STRG.3863.1,overlapping,XM_012716818.2
STRG.3863.1,intronic,XM_012716819.2
STRG.3864.1,intronic,XR_001144086.2
STRG.3865.1,intronic,XR_003473227.1
STRG.3867.1,intronic,XM_027335580.1
STRG.3868.1,intronic,XM_027336083.1
STRG.3869.1,overlapping,XM_004504110.3
STRG.3869.1,overlapping,XM_027336260.1
STRG.387.1,intronic,XM_004488035.3
STRG.3870.1,overlapping,XM_027336084.1
STRG.3872.1,intronic,XR_003473420.1
STRG.3873.1,intronic,XM_027335696.1
STRG.3874.1,antisense,XM_004504144.3
STRG.3874.1,antisense,XM_027336105.1
STRG.3875.1,overlapping,XM_004504151.3
STRG.3876.1,overlapping,XM_004504158.3
STRG.3876.1,overlapping,XR_003473343.1
STRG.3877.1,intronic,XM_027335678.1
STRG.3877.1,intronic,XM_012716845.2
STRG.3877.1,intronic,XM_012716847.2
STRG.3878.1,overlapping,XM_004504192.3
STRG.3878.1,overlapping,XM_004504190.3
STRG.3878.1,overlapping,XM_004504193.3
STRG.3879.1,intronic,XM_004504195.3
STRG.3880.1,intronic,XM_004504199.3
STRG.3880.1,intronic,XM_012716835.2
STRG.3880.1,intronic,XM_004504202.3
STRG.3880.1,intronic,XM_012716833.2
STRG.3881.1,antisense,XM_004504203.3
STRG.3881.1,antisense,XM_027335689.1
STRG.3881.1,antisense,XM_027335690.1
STRG.3882.1,overlapping,XR_001144088.2
STRG.3882.1,overlapping,XR_003473792.1
STRG.3882.1,overlapping,XR_003473943.1
STRG.3882.1,overlapping,XR_003473883.1
STRG.3883.1,antisense,XM_004504217.3
STRG.3883.1,antisense,XM_004504216.3
STRG.3883.1,antisense,XM_004504215.3
STRG.3884.1,overlapping,XM_004504225.3
STRG.3884.1,overlapping,XM_027335893.1
STRG.3884.1,overlapping,XM_012716874.2
STRG.3884.1,overlapping,XM_027335894.1
STRG.3885.1,overlapping,XR_001144089.2
STRG.3886.1,overlapping,XM_027336113.1
STRG.3887.1,overlapping,XM_004504238.3
STRG.3887.1,overlapping,XM_027335206.1
STRG.3887.1,antisense,XR_003473192.1
STRG.3888.1,overlapping,XM_027335461.1
STRG.3889.1,overlapping,XR_003473769.1
STRG.389.1,overlapping,XR_003472637.1
STRG.3890.1,overlapping,XR_003473451.1
STRG.3890.1,overlapping,XR_003473452.1
STRG.3890.1,overlapping,XR_003473453.1
STRG.3890.1,overlapping,XM_012716848.2
STRG.3890.1,overlapping,XM_012716849.2
STRG.3890.2,overlapping,XM_012716849.2
STRG.3890.2,overlapping,XR_003473453.1
STRG.3890.2,overlapping,XR_003473451.1
STRG.3890.2,overlapping,XM_012716848.2
STRG.3890.2,overlapping,XR_003473452.1
STRG.3890.3,overlapping,XR_003473451.1
STRG.3890.3,overlapping,XR_003473452.1
STRG.3890.3,overlapping,XR_003473453.1
STRG.3890.3,overlapping,XM_012716848.2
STRG.3890.3,overlapping,XM_012716849.2
STRG.3891.1,overlapping,XM_004504246.2
STRG.3892.1,overlapping,XM_004504258.3
STRG.3892.1,overlapping,XM_012716827.2
STRG.3893.1,overlapping,XR_003473944.1
STRG.3893.1,overlapping,XR_003473793.1
STRG.3893.1,overlapping,XM_004504267.3
STRG.3893.1,overlapping,XR_003473882.1
STRG.3894.1,intronic,XM_004504269.3
STRG.3895.1,antisense,XM_004504282.3
STRG.3896.1,antisense,XM_004504288.3
STRG.3896.1,antisense,XM_012716844.2
STRG.3897.1,intronic,XM_004504289.3
STRG.3898.1,overlapping,XM_004504291.3
STRG.39.1,intronic,XM_004485545.3
STRG.390.1,overlapping,XR_003472637.1
STRG.390.1,overlapping,XM_012718786.2
STRG.3900.1,overlapping,XM_027335854.1
STRG.3900.1,overlapping,XR_003473548.1
STRG.3900.1,overlapping,XR_003473552.1
STRG.3900.1,overlapping,XR_003473549.1
STRG.3900.1,overlapping,XR_003473550.1
STRG.3900.1,overlapping,XR_003473553.1
STRG.3900.1,overlapping,XR_003473551.1
STRG.3901.1,overlapping,XM_027335836.1
STRG.3901.1,overlapping,XM_027335838.1
STRG.3901.1,overlapping,XR_003473541.1
STRG.3901.1,overlapping,XM_027335837.1
STRG.3901.1,overlapping,XR_003473540.1
STRG.3902.1,overlapping,XM_027335372.1
STRG.3902.1,overlapping,XM_027335369.1
STRG.3902.1,overlapping,XM_027335374.1
STRG.3902.1,overlapping,XM_027335375.1
STRG.3902.1,overlapping,XM_027335379.1
STRG.3902.1,overlapping,XM_027335378.1
STRG.3902.1,overlapping,XM_027335377.1
STRG.3902.1,overlapping,XM_004504314.3
STRG.3902.1,overlapping,XM_027335376.1
STRG.3902.1,overlapping,XM_027335373.1
STRG.3902.1,overlapping,XM_027335371.1
STRG.3902.1,overlapping,XM_027335370.1
STRG.3903.1,intronic,XM_027336130.1
STRG.3904.1,intronic,XM_004504318.3
STRG.3905.1,overlapping,XR_003473746.1
STRG.3905.1,antisense,XM_004504319.3
STRG.3905.1,antisense,XM_027336201.1
STRG.3906.1,antisense,XM_004504327.3
STRG.3906.1,antisense,XM_027336136.1
STRG.3906.1,antisense,XM_012716871.2
STRG.3906.1,antisense,XM_004504326.3
STRG.3907.1,antisense,XM_004504329.3
STRG.3907.1,overlapping,XM_012716852.2
STRG.3907.1,overlapping,XM_012716850.2
STRG.3907.1,overlapping,XM_004504330.3
STRG.3907.1,overlapping,XM_027336167.1
STRG.3908.1,antisense,XM_004504332.3
STRG.3909.1,overlapping,XM_004504351.3
STRG.391.1,overlapping,XR_003473355.1
STRG.3910.1,overlapping,XM_004504383.3
STRG.3910.1,intronic,XM_004504382.3
STRG.3911.1,overlapping,XM_027336023.1
STRG.3911.1,overlapping,XM_027336022.1
STRG.3911.1,overlapping,XM_004504387.3
STRG.3912.1,intronic,XM_004504393.3
STRG.3913.1,antisense,XM_004504393.3
STRG.3914.1,antisense,XM_004504399.3
STRG.3914.1,overlapping,XR_001144095.2
STRG.3915.1,antisense,XR_003473255.1
STRG.3915.1,antisense,XM_004504399.3
STRG.3915.1,antisense,XM_004504400.3
STRG.3916.1,intronic,XM_004504420.3
STRG.3917.1,intronic,XM_004504424.3
STRG.3918.1,overlapping,XR_003473426.1
STRG.3919.1,overlapping,XR_189989.3
STRG.3920.1,overlapping,XR_003473846.1
STRG.3920.1,overlapping,XR_003473850.1
STRG.3920.1,overlapping,XR_003473848.1
STRG.3920.1,overlapping,XR_003473851.1
STRG.3920.1,overlapping,XR_003473849.1
STRG.3920.1,overlapping,XR_003473847.1
STRG.3920.1,overlapping,XM_004504460.3
STRG.3921.1,intronic,XM_027335684.1
STRG.3922.1,overlapping,XM_004504473.3
STRG.3923.1,intronic,XR_003473226.1
STRG.3924.1,intronic,XR_003473266.1
STRG.3925.1,overlapping,XM_027335231.1
STRG.3926.1,overlapping,XR_003473345.1
STRG.3926.1,overlapping,XM_004504480.3
STRG.3927.1,overlapping,XR_003473756.1
STRG.3927.1,overlapping,XR_003473755.1
STRG.3928.1,overlapping,XM_004504487.3
STRG.3929.1,antisense,XM_027335735.1
STRG.3929.1,antisense,XM_004504499.3
STRG.3929.1,antisense,XM_004504498.3
STRG.3929.1,antisense,XM_004504497.3
STRG.3929.1,antisense,XM_027335736.1
STRG.393.1,overlapping,XR_003472842.1
STRG.3930.1,overlapping,XM_012716973.2
STRG.3931.1,overlapping,XM_004504510.3
STRG.3931.1,antisense,XM_004504509.3
STRG.3932.1,antisense,XM_004504526.3
STRG.3933.1,intronic,XR_003473219.1
STRG.3934.1,overlapping,XR_003473734.1
STRG.3935.1,overlapping,XM_004504552.3
STRG.3936.1,overlapping,XR_003473414.1
STRG.3937.1,intronic,XM_027335232.1
STRG.3938.1,antisense,XM_004504564.3
STRG.3938.1,overlapping,XR_003473620.1
STRG.3939.1,intronic,XM_027335577.1
STRG.394.1,overlapping,XR_189343.3
STRG.3940.1,overlapping,XM_004504574.3
STRG.3941.1,antisense,NM_001309652.1
STRG.3941.1,antisense,NM_001309714.1
STRG.3942.1,intronic,XM_027336231.1
STRG.3943.1,overlapping,XM_027335235.1
STRG.3944.1,antisense,XM_012716995.2
STRG.3944.1,antisense,XM_004504589.3
STRG.3945.1,overlapping,XM_004504583.3
STRG.3946.1,antisense,XM_004504598.3
STRG.3947.1,antisense,XM_027335498.1
STRG.3948.1,overlapping,XM_027335494.1
STRG.3949.1,intronic,XM_027335494.1
STRG.3949.1,intronic,XM_004504606.3
STRG.3949.1,intronic,XM_012716962.2
STRG.3950.1,overlapping,XM_027335492.1
STRG.3950.1,intronic,XM_027335494.1
STRG.3951.1,antisense,XM_012717023.2
STRG.3951.1,antisense,XM_027335868.1
STRG.3951.1,antisense,XM_027335870.1
STRG.3951.1,antisense,XM_027335869.1
STRG.3952.1,overlapping,XM_012716928.2
STRG.3952.1,overlapping,XM_027336146.1
STRG.3952.1,overlapping,XM_027336147.1
STRG.3953.1,overlapping,XR_003473719.1
STRG.3954.1,overlapping,XM_004504637.3
STRG.3954.1,overlapping,XM_027336076.1
STRG.3954.1,overlapping,XM_012716941.2
STRG.3954.1,intronic,XM_004504635.3
STRG.3954.1,intronic,XM_027336077.1
STRG.3954.1,intronic,XM_004504634.3
STRG.3954.2,intronic,XM_027336077.1
STRG.3954.2,intronic,XM_004504634.3
STRG.3954.2,intronic,XM_004504635.3
STRG.3954.2,overlapping,XM_012716941.2
STRG.3954.2,overlapping,XM_027336076.1
STRG.3954.2,overlapping,XM_004504637.3
STRG.3955.1,overlapping,XM_012716943.2
STRG.3955.1,overlapping,XM_004504643.3
STRG.3955.1,intronic,XM_004504640.3
STRG.3955.1,overlapping,XM_027335521.1
STRG.3955.1,overlapping,XM_012716942.2
STRG.3955.1,intronic,XM_004504641.3
STRG.3955.2,overlapping,XM_027335521.1
STRG.3955.2,intronic,XM_004504641.3
STRG.3955.2,intronic,XM_004504640.3
STRG.3955.2,overlapping,XM_012716943.2
STRG.3955.2,overlapping,XM_004504643.3
STRG.3955.2,overlapping,XM_012716942.2
STRG.3956.1,intronic,XM_027335732.1
STRG.3958.1,overlapping,XM_004504646.3
STRG.3959.1,intronic,XM_012716971.2
STRG.3960.1,overlapping,XR_003473293.1
STRG.3960.1,overlapping,XR_003473292.1
STRG.3960.1,intronic,XR_003473291.1
STRG.3960.1,intronic,XR_003473290.1
STRG.3960.1,overlapping,XR_003473294.1
STRG.3960.1,intronic,XM_027335484.1
STRG.3960.1,overlapping,XM_027335485.1
STRG.3961.1,intronic,XR_003473443.1
STRG.3962.1,overlapping,XM_027335823.1
STRG.3962.1,overlapping,XM_027335824.1
STRG.3962.1,overlapping,XM_004504663.3
STRG.3964.1,overlapping,XR_003473742.1
STRG.3965.1,overlapping,XM_004504672.3
STRG.3966.1,antisense,XM_012717015.2
STRG.3968.1,intronic,XM_027335708.1
STRG.3968.1,intronic,XM_027335707.1
STRG.3969.1,intronic,XM_027335709.1
STRG.397.1,overlapping,XM_004488048.3
STRG.397.1,antisense,XM_004488047.3
STRG.397.1,overlapping,XR_003472032.1
STRG.397.1,overlapping,XR_189344.3
STRG.3970.1,intronic,XR_003473754.1
STRG.3970.1,overlapping,XR_001144097.2
STRG.3971.1,intronic,XM_012716950.2
STRG.3971.1,intronic,XM_004504876.3
STRG.3972.1,intronic,XM_004504697.3
STRG.3973.1,antisense,XM_004504877.3
STRG.3974.1,overlapping,XM_004504706.3
STRG.3975.1,overlapping,XM_004504724.3
STRG.3975.1,overlapping,XM_004504725.3
STRG.3976.1,intronic,XM_004504729.3
STRG.3977.1,antisense,XM_004504729.3
STRG.3979.1,overlapping,XM_012717013.2
STRG.3979.1,overlapping,XM_004504733.3
STRG.3980.1,antisense,XM_004504739.2
STRG.3980.1,antisense,XM_004504741.3
STRG.3980.1,antisense,XM_004504740.3
STRG.3982.1,overlapping,XM_004504746.3
STRG.3983.1,overlapping,XR_001144096.2
STRG.3983.1,overlapping,XM_004504752.3
STRG.3983.1,overlapping,XM_004504751.3
STRG.3983.1,overlapping,XM_004504750.3
STRG.3984.1,antisense,XM_004504749.3
STRG.3984.1,antisense,XM_027335410.1
STRG.3984.1,antisense,XM_027335409.1
STRG.3986.1,overlapping,XR_003473464.1
STRG.3987.1,intronic,XM_027335871.1
STRG.3987.1,intronic,XM_004504758.3
STRG.3987.1,intronic,XM_027335872.1
STRG.3987.1,intronic,XM_004504759.3
STRG.3988.1,intronic,XM_004504764.3
STRG.3988.1,intronic,XM_012716946.2
STRG.3989.1,antisense,XM_004504781.3
STRG.3989.1,antisense,XM_004504782.3
STRG.3989.1,antisense,XM_027335828.1
STRG.3989.1,antisense,XM_027335240.1
STRG.399.1,overlapping,XR_003472953.1
STRG.3990.1,antisense,XM_004504798.3
STRG.3990.1,overlapping,XM_004504799.3
STRG.3991.1,overlapping,XM_004504802.3
STRG.3991.1,overlapping,XM_004504801.3
STRG.3992.1,intronic,XM_012717006.2
STRG.3993.1,intronic,XM_012716959.2
STRG.3995.1,intronic,XR_003473313.1
STRG.3996.1,intronic,XR_003473312.1
STRG.3997.1,intronic,XR_003473311.1
STRG.3998.1,overlapping,XM_004504842.3
STRG.3999.1,overlapping,XR_001144101.2
STRG.4.1,antisense,XM_004485346.3
STRG.4.1,antisense,XM_004485347.3
STRG.40.1,intronic,XM_027336082.1
STRG.400.1,overlapping,XR_003472996.1
STRG.4000.1,overlapping,XM_004504844.3
STRG.4001.1,overlapping,XR_003473412.1
STRG.4004.1,antisense,XM_004504910.1
STRG.4005.1,antisense,XM_027335980.1
STRG.4005.1,antisense,XM_027335979.1
STRG.4006.1,intronic,XR_003473732.1
STRG.4006.1,antisense,XM_004504898.3
STRG.4007.1,overlapping,XM_004504913.3
STRG.4008.1,antisense,XM_004504957.2
STRG.4008.1,antisense,XM_004504956.2
STRG.4012.1,intronic,XM_004504922.3
STRG.4012.1,intronic,XM_004504923.3
STRG.4012.1,overlapping,XM_012717043.2
STRG.4012.1,overlapping,XM_004504921.3
STRG.4012.1,intronic,XR_003473699.1
STRG.4014.1,intronic,XR_001144111.2
STRG.4014.1,intronic,XR_001144113.2
STRG.4014.1,intronic,XR_003473617.1
STRG.4015.1,overlapping,XR_003473202.1
STRG.4016.1,overlapping,XM_004504940.3
STRG.4016.1,overlapping,XM_012717042.2
STRG.4016.1,antisense,XM_012717039.2
STRG.4016.1,overlapping,XM_004504939.3
STRG.4017.1,antisense,XM_004504943.3
STRG.4017.1,antisense,XM_004504945.3
STRG.4017.1,antisense,XM_004504942.3
STRG.4018.1,intronic,XM_004504946.3
STRG.4019.1,overlapping,XM_012717044.2
STRG.4019.1,overlapping,XM_004504953.3
STRG.4019.1,overlapping,XM_012717045.2
STRG.4020.1,antisense,XM_004504954.3
STRG.4021.1,intronic,XR_003473318.1
STRG.4021.1,overlapping,XR_001144116.2
STRG.4021.1,overlapping,XR_003473319.1
STRG.4021.1,overlapping,XM_027335523.1
STRG.4021.1,overlapping,XM_004504970.3
STRG.4023.1,overlapping,XM_004504989.2
STRG.4024.1,overlapping,XM_004505000.3
STRG.4025.1,intronic,XM_004504999.3
STRG.4026.1,antisense,XM_004504999.3
STRG.4026.1,overlapping,XM_004504998.2
STRG.4027.1,intronic,XM_004505007.3
STRG.4027.1,overlapping,XR_003473667.1
STRG.4027.1,overlapping,XR_001144127.2
STRG.4027.1,overlapping,XR_001144128.2
STRG.4027.1,overlapping,XR_003473664.1
STRG.4027.1,overlapping,XR_003473668.1
STRG.4027.1,overlapping,XR_003473666.1
STRG.4027.1,intronic,XM_004505003.3
STRG.4027.1,intronic,XM_004505004.3
STRG.4027.1,intronic,XM_004505005.3
STRG.4027.1,intronic,XM_004505006.3
STRG.4027.1,intronic,XM_027335977.1
STRG.4027.1,intronic,XM_027335978.1
STRG.4027.1,overlapping,XR_003473662.1
STRG.4027.1,overlapping,XR_001144126.2
STRG.4027.1,intronic,XR_003473669.1
STRG.4027.1,intronic,XR_003473670.1
STRG.4027.1,intronic,XR_003473663.1
STRG.4028.1,intronic,XR_001144121.2
STRG.4029.1,overlapping,XM_004505011.3
STRG.4029.1,overlapping,XM_027335693.1
STRG.4029.1,overlapping,XM_027335692.1
STRG.4031.1,overlapping,XR_003473724.1
STRG.4032.1,intronic,XM_004505019.3
STRG.4033.1,overlapping,XM_012717103.2
STRG.4034.1,intronic,XM_027335634.1
STRG.4034.1,overlapping,XM_004505035.3
STRG.4034.1,overlapping,XM_004505034.3
STRG.4034.1,overlapping,XM_004505036.3
STRG.4035.1,antisense,XM_027335245.1
STRG.4036.1,antisense,NM_001309700.2
STRG.4036.1,antisense,XM_004505052.3
STRG.4037.1,overlapping,XM_004505055.2
STRG.4039.1,overlapping,XM_004505060.3
STRG.404.1,overlapping,XR_003472169.1
STRG.404.1,overlapping,XR_003472117.1
STRG.404.1,overlapping,XR_001144555.2
STRG.404.1,overlapping,XR_001144554.2
STRG.404.1,overlapping,XR_003472164.1
STRG.404.1,overlapping,XM_012719040.2
STRG.404.1,overlapping,XM_027333116.1
STRG.404.1,overlapping,XM_004488079.3
STRG.404.1,overlapping,XR_003472128.1
STRG.404.1,overlapping,XR_001144553.2
STRG.404.1,overlapping,XR_003472144.1
STRG.404.1,overlapping,XR_001144552.2
STRG.4040.1,overlapping,XM_027336156.1
STRG.4040.1,overlapping,XM_004505079.3
STRG.4040.1,antisense,XM_004505078.3
STRG.4041.1,overlapping,XM_004505085.3
STRG.4042.1,antisense,XM_004505092.3
STRG.4042.1,antisense,XM_012717078.2
STRG.4043.1,overlapping,XR_003473450.1
STRG.4044.1,intronic,XM_004505105.3
STRG.4045.1,antisense,XM_004505111.3
STRG.4046.1,antisense,XM_012717115.2
STRG.4047.1,antisense,XM_004505120.3
STRG.4048.1,overlapping,XM_004505123.3
STRG.4048.1,overlapping,XR_003473197.1
STRG.4048.1,overlapping,XM_027335209.1
STRG.4048.1,antisense,XM_004505124.3
STRG.4049.1,antisense,XM_004505125.3
STRG.4049.1,antisense,XM_004505126.3
